timestep,person_id,from_location_id,from_location_type,to_location_id,to_location_type,movement_reason,person_age,person_sex,is_infectious,is_symptomatic,is_masked,from_occupancy,to_occupancy,to_capacity
58920,62,37,facility,29,household,normal,20,1,False,False,True,6,1,-1
58920,67,28,facility,32,household,normal,63,0,False,False,True,2,1,-1
58920,78,10,facility,37,household,normal,39,1,False,False,True,9,1,-1
58920,81,37,facility,39,household,normal,29,0,False,False,True,5,2,-1
58920,93,3,facility,44,household,normal,53,0,False,False,True,4,1,-1
58920,100,48,household,48,household,normal,68,0,False,False,False,1,1,-1
58920,115,3,facility,53,household,normal,67,0,False,False,False,3,1,-1
58920,118,20,facility,54,household,normal,38,0,False,False,True,11,1,-1
58920,153,12,facility,83,household,normal,64,1,False,False,True,9,2,-1
58920,160,89,household,89,household,normal,38,1,False,False,True,2,2,-1
58920,165,3,facility,90,household,normal,63,1,False,False,False,2,2,-1
58920,167,6,facility,91,household,normal,49,1,False,False,False,2,3,-1
58920,174,14,facility,93,household,normal,26,0,False,False,False,12,3,-1
58920,136,2,facility,2,facility,normal,74,0,False,False,True,13,13,30
58920,106,35,facility,2,facility,normal,38,1,False,False,True,2,14,30
58920,14,4,facility,2,facility,normal,51,0,False,False,False,7,15,30
58920,51,24,household,2,facility,normal,4,0,False,False,False,0,16,30
58920,74,2,facility,2,facility,normal,3,1,False,False,True,16,16,30
58920,112,2,facility,2,facility,normal,67,1,False,False,False,16,16,30
58920,173,2,facility,2,facility,normal,65,0,False,False,False,16,16,30
58920,176,2,facility,2,facility,normal,17,0,False,False,False,16,16,30
58920,36,2,facility,2,facility,normal,61,1,False,False,True,16,16,30
58920,13,2,facility,2,facility,normal,28,1,False,False,True,16,16,30
58920,145,2,facility,2,facility,normal,29,1,False,False,False,16,16,30
58920,98,4,facility,2,facility,normal,58,0,False,False,False,6,17,30
58920,71,2,facility,2,facility,normal,5,1,False,False,False,17,17,30
58920,15,3,facility,3,facility,normal,48,1,False,False,True,2,2,60
58920,70,3,facility,3,facility,normal,18,0,False,False,False,2,2,60
58920,27,4,facility,4,facility,normal,5,0,False,False,True,6,6,100
58920,49,4,facility,4,facility,normal,73,1,False,False,True,6,6,100
58920,152,4,facility,4,facility,normal,57,0,False,False,False,6,6,100
58920,124,20,facility,4,facility,normal,64,1,False,False,False,10,7,100
58920,172,20,facility,4,facility,normal,43,0,False,False,True,9,8,100
58920,82,39,household,4,facility,normal,31,1,False,False,False,1,9,100
58920,28,13,household,4,facility,normal,74,0,False,False,True,0,10,100
58920,76,12,facility,6,facility,normal,23,1,False,False,False,8,3,80
58920,75,10,facility,10,facility,normal,22,0,False,False,True,9,9,200
58920,40,19,household,10,facility,normal,6,0,False,False,False,0,10,200
58920,143,37,facility,10,facility,normal,30,1,False,False,True,4,11,200
58920,137,10,facility,10,facility,normal,69,1,False,False,True,11,11,200
58920,44,10,facility,10,facility,normal,26,1,False,False,True,11,11,200
58920,129,60,household,10,facility,normal,58,1,False,False,False,0,12,200
58920,140,10,facility,10,facility,normal,67,0,False,False,True,12,12,200
58920,21,20,facility,10,facility,normal,34,1,False,False,True,8,13,200
58920,97,10,facility,10,facility,normal,74,1,False,False,False,13,13,200
58920,48,10,facility,10,facility,normal,69,0,False,False,True,13,13,200
58920,148,10,facility,10,facility,normal,26,0,False,False,True,13,13,200
58920,170,10,facility,10,facility,normal,65,0,False,False,True,13,13,200
58920,63,4,facility,11,facility,normal,6,1,False,False,False,9,9,30
58920,119,11,facility,11,facility,normal,36,1,False,False,True,9,9,30
58920,24,6,facility,11,facility,normal,54,0,False,False,False,2,10,30
58920,111,11,facility,11,facility,normal,69,0,False,False,False,10,10,30
58920,35,11,facility,11,facility,normal,62,0,False,False,False,10,10,30
58920,33,11,facility,11,facility,normal,10,0,False,False,False,10,10,30
58920,4,35,facility,11,facility,normal,35,0,False,False,False,1,11,30
58920,90,11,facility,11,facility,normal,70,1,False,False,True,11,11,30
58920,39,12,facility,12,facility,normal,7,0,False,False,False,8,8,150
58920,133,12,facility,12,facility,normal,73,1,False,False,True,8,8,150
58920,164,12,facility,12,facility,normal,28,1,False,False,False,8,8,150
58920,102,12,facility,12,facility,normal,15,1,False,False,False,8,8,150
58920,12,12,facility,12,facility,normal,31,0,False,False,True,8,8,150
58920,29,12,facility,12,facility,normal,72,1,False,False,True,8,8,150
58920,83,40,household,12,facility,normal,17,0,False,False,True,0,9,150
58920,120,25,facility,12,facility,normal,38,0,False,False,False,10,10,150
58920,59,20,facility,12,facility,normal,31,1,False,False,True,7,11,150
58920,37,12,facility,12,facility,normal,42,0,False,False,True,11,11,150
58920,132,13,facility,13,facility,normal,69,0,False,False,False,17,17,100
58920,45,16,facility,13,facility,normal,3,0,False,False,False,7,18,100
58920,11,13,facility,13,facility,normal,3,1,False,False,False,18,18,100
58920,131,13,facility,13,facility,normal,42,1,False,False,True,18,18,100
58920,46,13,facility,13,facility,normal,70,0,False,False,False,18,18,100
58920,43,13,facility,13,facility,normal,31,0,False,False,True,18,18,100
58920,7,13,facility,13,facility,normal,72,1,False,False,True,18,18,100
58920,121,13,facility,13,facility,normal,38,1,False,False,False,18,18,100
58920,41,13,facility,13,facility,normal,73,0,False,False,False,18,18,100
58920,110,13,facility,13,facility,normal,1,1,False,False,False,18,18,100
58920,85,13,facility,13,facility,normal,31,0,False,False,False,18,18,100
58920,52,13,facility,13,facility,normal,21,0,False,False,False,18,18,100
58920,144,13,facility,13,facility,normal,32,0,False,False,False,18,18,100
58920,146,13,facility,13,facility,normal,42,0,False,False,True,18,18,100
58920,168,13,facility,13,facility,normal,59,1,False,False,True,18,18,100
58920,157,4,facility,13,facility,normal,27,1,False,False,False,8,19,100
58920,84,2,facility,13,facility,normal,17,1,False,False,False,16,20,100
58920,117,13,facility,13,facility,normal,12,0,False,False,True,20,20,100
58920,20,13,facility,13,facility,normal,32,0,False,False,True,20,20,100
58920,162,13,facility,13,facility,normal,30,1,False,False,True,20,20,100
58920,57,27,household,13,facility,normal,36,1,False,False,True,0,21,100
58920,113,14,facility,14,facility,normal,34,0,False,False,True,12,12,40
58920,99,14,facility,14,facility,normal,58,1,False,False,True,12,12,40
58920,61,14,facility,14,facility,normal,15,0,False,False,True,12,12,40
58920,138,14,facility,14,facility,normal,18,0,False,False,True,12,12,40
58920,155,14,facility,14,facility,normal,16,1,False,False,False,12,12,40
58920,163,14,facility,14,facility,normal,31,1,False,False,True,12,12,40
58920,125,14,facility,14,facility,normal,17,1,False,False,False,12,12,40
58920,22,14,facility,14,facility,normal,20,0,False,False,False,12,12,40
58920,18,14,facility,14,facility,normal,25,0,False,False,False,12,12,40
58920,114,14,facility,14,facility,normal,25,1,False,False,True,12,12,40
58920,58,2,facility,14,facility,normal,27,0,False,False,True,15,13,40
58920,108,14,facility,14,facility,normal,21,0,False,False,False,13,13,40
58920,89,42,household,15,facility,normal,66,0,False,False,True,1,2,25
58920,101,16,facility,16,facility,normal,72,1,False,False,False,7,7,90
58920,91,16,facility,16,facility,normal,60,0,False,False,False,7,7,90
58920,141,71,household,16,facility,normal,68,1,False,False,False,0,8,90
58920,86,16,facility,16,facility,normal,27,1,False,False,True,8,8,90
58920,150,16,facility,16,facility,normal,22,0,False,False,True,8,8,90
58920,8,16,facility,16,facility,normal,23,0,False,False,False,8,8,90
58920,65,16,facility,16,facility,normal,57,0,False,False,True,8,8,90
58920,109,16,facility,16,facility,normal,24,1,False,False,True,8,8,90
58920,17,17,facility,17,facility,normal,2,0,False,False,False,1,1,40
58920,142,35,facility,17,facility,normal,33,0,False,False,True,0,2,40
58920,128,18,facility,18,facility,normal,63,0,False,False,True,3,3,60
58920,105,18,facility,18,facility,normal,36,0,False,False,False,3,3,60
58920,171,18,facility,18,facility,normal,44,0,False,False,True,3,3,60
58920,10,6,household,18,facility,normal,14,0,False,False,False,0,4,60
58920,88,42,household,20,facility,normal,19,1,False,False,True,0,8,150
58920,126,58,household,20,facility,normal,25,0,False,False,False,0,9,150
58920,123,4,facility,20,facility,normal,62,0,False,False,False,7,10,150
58920,9,20,facility,20,facility,normal,21,1,False,False,False,10,10,150
58920,53,11,facility,20,facility,normal,22,1,False,False,True,10,11,150
58920,0,20,facility,20,facility,normal,21,0,False,False,False,11,11,150
58920,151,20,facility,20,facility,normal,19,1,False,False,True,11,11,150
58920,50,10,facility,21,facility,normal,11,1,False,False,False,12,4,100
