0.0, 0.4, 0.6, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.2
0.0, 0.0, 0.0, 0.4, 0.15, 0.0, 0.45
0.0, 0.0, 0.0, 0.0, 0.3, 0.05, 0.65
0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.8
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

0, 2, 2, 0, 0, 0, 0
0, 0, 2, 0, 0, 0, 1
0, 0, 0, 2, 1, 0, 1
0, 0, 0, 0, 2, 1, 2
0, 0, 0, 0, 0, 1, 1
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0

0.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 5.0
0.0, 0.0, 0.0, 4.0, 5.0, 0.0, 7.0
0.0, 0.0, 0.0, 0.0, 8.0, 10.0, 10.0
0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 15.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

0, 2, 3, 0, 0, 0, 0
0, 0, 5, 0, 0, 0, 1
0, 0, 0, 3, 1, 0, 1
0, 0, 0, 0, 8, 1, 1
0, 0, 0, 0, 0, 1, 1
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0

0, 8, 7, 0, 0, 0, 0
0, 0, 9, 0, 0, 0, 8
0, 0, 0, 5, 7, 0, 10
0, 0, 0, 0, 9, 13, 13
0, 0, 0, 0, 0, 18, 18
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0

0.0, 0.4, 0.6, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.2
0.0, 0.0, 0.0, 0.4, 0.15, 0.0, 0.45
0.0, 0.0, 0.0, 0.0, 0.3, 0.05, 0.65
0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.8
0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0

0, 2, 2, 0, 0, 0, 0
0, 0, 2, 0, 0, 0, 0
0, 0, 0, 2, 1, 0, 0
0, 0, 0, 0, 2, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0

0.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 4.0, 5.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

0, 2, 3, 0, 0, 0, 0
0, 0, 5, 0, 0, 0, 0
0, 0, 0, 3, 1, 0, 0
0, 0, 0, 0, 8, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0

0, 8, 7, 0, 0, 0, 0
0, 0, 9, 0, 0, 0, 0
0, 0, 0, 5, 7, 0, 0
0, 0, 0, 0, 9, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0

0.0, 0.5, 0.4, 0.0, 0.0, 0.0, 0.1
0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.3
0.0, 0.0, 0.0, 0.2, 0.05, 0.0, 0.75
0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.8
0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.75
0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0

1, 1, 1, 1, 1, 1, 1
2, 2, 1, 1, 1, 1, 1
1, 1, 1, 2, 2, 1, 1
1, 1, 2, 1, 2, 1, 1
1, 2, 1, 2, 1, 1, 1
1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1

0.5, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0
1.0, 2.0, 3.5, 5.0, 0.0, 0.0, 0.0
2.0, 2.5, 4.0, 3.0, 4.5, 0.0, 0.0
3.0, 2.5, 3.0, 5.0, 6.0, 0.0, 0.0
3.5, 4.0, 2.0, 5.0, 7.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0
1.0, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0
1.5, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0
1.0, 1.0, 0.5, 1.5, 2.0, 0.0, 0.0
1.5, 1.0, 0.5, 1.5, 2.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

0, 1, 2, 1, 1, 1, 2
1, 2, 2, 3, 2, 1, 3
2, 1, 2, 2, 1, 1, 3
1, 1, 2, 2, 3, 2, 2
3, 2, 1, 3, 5, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0

3, 4, 6, 4, 5, 4, 4
4, 5, 7, 9, 6, 5, 8
5, 4, 5, 6, 8, 5, 6
6, 4, 6, 8, 9, 6, 8
7, 6, 6, 8, 12, 8, 9
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
